Scenario,label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
11,539fc1baec4f024c27d8aa43,https://openei.org/apps/USURDB/rate/view/539fc1baec4f024c27d8aa43,11124,Group 1 Commercial Three Phase,"City of Lodi,"" California (Utility Company)",Commercial,"This schedule is applicable to customers with single*phase or three*phase service,"" or to a combination thereof,"" whose energy consumption does not exceed 8,""000 kilowatt*hours (kWh) per billing cycle for three consecutive billing cycles. This schedule is not available for service when another commercial/industrial schedule is applicable.   Assignment to Schedule: If,"" in the judgement of the City,"" an account is expected to have usage below 8,""000 kWh per billing cycle,"" the City has the option of placing the account immediately on this schedule.  When an account billed on this schedule permanently changes the nature of electrical operations to such an extent that the account would in time qualify for another rate schedule,"" such billing change will be made as soon as practicable after verification of said changes.  If energy consumption equals or exceeds 8,""000 kWh for three consecutive billing cycles,"" the City will transfer the account to the appropriate rate schedule. If the demand reaches or exceeds 400 kW for three consecutive billing cycles,"" the account will be transferred to the appropriate rate schedule.   *G1*Non*profit (as defined in Federal Internal Revenue 501 (c) (3)) Industrial/Commercial customers who are currently receiving Federal Community Development Block Grant funds or have received such funds not more than two years before preparation of the current billing cycle charge are eligible for the following discount on Energy and Demand charges:  July 1,"" 1996 and after: 30%  It is the customer's responsibility to notify the Finance Department of this eligibility.  This discount may not be used in conjunction with any other incentive discount.   *Adjustment = California Solar Initiative Surcharge",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,2,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,07/06/2007,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['07/16/2012 09:01:11', '07/16/2012 09:03:50', '07/16/2012 09:04:27', '12/07/2012 05:39:29', '03/26/2015 15:26:22']"
12,539fc40fec4f024c27d8c293,https://openei.org/apps/USURDB/rate/view/539fc40fec4f024c27d8c293,11124,Net Energy Rider,"City of Lodi,"" California (Utility Company)",Commercial,"The purpose of this rider is to establish rates,"" terms and conditions for providing net metering service to residential and small commercial customers generating electricity using solar and wind facilities of 10 kW or less in size. This rider complies with California State legislation requiring every electric utility in the state,"" including municipally owned utilities,"" to develop a standard contract or tariff providing for residential and small commercial net energy metering,"" as defined below.    This schedule is applicable to service for customers where a part or all of the electrical requirements of the customer can be supplied from a solar or wind power production source owned and operated by the customer (customer*generator). Customer*generators must currently be served under Lodi's residential rate schedules,"" or small commercial (G1 and G2) rate schedules. Availability of this schedule to eligible customer*generators will be on a first*come,"" first*served basis and will be available until such time the total rated generating capacity used by eligible customer*generators equals two and one*half percent (2.5%) of the City of Lodi aggregate customer annual peak demand.  The solar or wind generation source must: 1.) have a capacity of 10kW or less,"" 2.) be located on the customer*generator's premises,"" 3.) be connected for parallel operation with Lodi's distribution facilities,"" and 4.) be intended for the sole purpose of offsetting a part or all of the customer*generator's own electrical requirements. In no case shall the power or energy generated by the customer*owned solar or wind source be available for resale,"" except as specified under this rider.  Additional terms and conditions for service,"" including terms of interconnection and parallel operation,"" are specified in a customer*specific Electrical Interconnection and Net Metering Payment Agreement.  Customer generators on the city's prior schedule CEM co*metering rider will be converted to the city's schedule NEM*net energy metering rider.",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,0.0,0.0,1e+99,0,1e+99,0,True,11/02/2011,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['07/16/2012 08:45:44', '07/16/2012 08:47:20', '12/07/2012 19:24:05', '03/26/2015 15:26:49']"
13,539fc46dec4f024c27d8c6b9,https://openei.org/apps/USURDB/rate/view/539fc46dec4f024c27d8c6b9,11124,Group 3 Industrial Primary,"City of Lodi,"" California (Utility Company)",Commercial,"This schedule shall be applied to accounts with billing period demands of between 400 kilowatts (kW) and 500 kW for three consecutive billing cycles. This schedule is not available for service when another commercial/industrial schedule is applicable.   Demand: The billing period and peak period demands will be the maximum average power taken during any 15*minute interval in the billing period and peak period,"" respectively,"" but not less than the diversified resistance welder load. In cases where the use of energy is intermittent or subject to violent fluctuations,"" a 5*minute interval may be used.  Assignment to Schedule: If,"" in the judgement of the City,"" an account is expected to have billing period demand of 400 kW or more and less than 500 kW per billing cycle,"" the City has the option of placing the account immediately on this schedule.  When an account billed on this schedule permanently changes the nature of electrical operations to such an extent that the account would in time qualify for another rate schedule,"" such billing change will be made as soon as practicable after verification of said changes. It shall be the responsibility of the customer to notify the City of any such changes.  If billing period demand drops below 400 kW and remains there for 12 consecutive billing cycles,"" the City will transfer the account to the appropriate rate schedule. If billing period demand reaches or exceeds 500 kW for three consecutive billing cycles,"" the account will be transferred to the appropriate rate schedule.   *Adjustment = California Solar Initiative Surcharge  *Summer Partial Peak = 8:30 a.m. to 3:00 p.m. and 7:00 p.m. to 9:30 p.m. Monday through Friday (except holidays)  *Summer Off Peak = 9:30 p.m. to 8:30 a.m. Monday through Friday and all day Saturday,"" Sunday and holidays.   *Winter Partial Peak = 8:30 a.m. to 9:30 p.m. Monday through Friday (except holidays).   *Winter Off Peak = 9:30 p.m. to 8:30 a.m. Monday through Friday and all day Saturday,"" Sunday and holidays.",No comments,No voltage category given,12,1000000000.0,1000000000.0,2,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,07/06/2007,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['07/16/2012 10:23:05', '07/16/2012 10:36:37', '07/16/2012 10:37:03', '07/16/2012 10:53:59', '07/16/2012 10:54:29', '12/08/2012 02:43:24', '02/18/2013 08:36:17', '03/26/2015 15:26:40']"
14,539fc98cec4f024d2f53f2a2,https://openei.org/apps/USURDB/rate/view/539fc98cec4f024d2f53f2a2,11124,Co Energy Metering Rider,"City of Lodi,"" California (Utility Company)",Commercial,"The purpose of this rider is to establish rates,"" terms and conditions for providing net metering services to customers generating electricity using solar and wind facilities of 1 MW or less in size.  This rider complies with California State legislature requiring every electric utility in the state,"" including municipally owned utilities,"" to develop a standard contract or tariff providing for net energy metering,"" as defined below.  Charges for electricity supplied by the city will be based on metered usage in accordance with special conditions (D)(3) and (5) below. Rates charged under this schedule will be in accordance with the eligible customer*generator's otherwise applicable rate schedule. Public benefit charges and monthly customer charges shall not be by*passable.",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,0.0,0.0,1e+99,0,1e+99,0,True,11/02/2011,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['07/16/2012 12:32:52', '07/16/2012 12:42:10', '12/07/2012 02:07:17', '03/26/2015 15:26:21']"
15,539f6a33ec4f024411ec8c4d,https://openei.org/apps/USURDB/rate/view/539f6a33ec4f024411ec8c4d,16088,Large General and Industrial Service,"City of Riverside,"" California (Utility Company)",Commercial,"Applicable to service for all types of uses,"" including lighting,"" power and heating,"" alone or combined. Beginning on January 1,"" 2007,"" this schedule is applicable for new customers whose service is designed for a 150 kW load or greater per Electric Rule 11 as determined by the Department,"" or for existing customers with a monthly demand level equal to or exceeding 150 kW for any two of the preceding 12 months. Customers that do not meet or exceed the monthly demand under this schedule shall be transferred to the applicable rate schedule.  *For all customers served on Schedule TOU with Thermal Energy Storage (TES) equipment installed and operating to reduce on*peak charges,"" all energy delivered during any Sunday through Thursday,"" including holidays from 11 p.m. to 8 a.m. will be charged at the rate of $0.0610 per kWh.",No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,03/26/2013,03/24/2013,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/01/2014 09:08:52', '05/01/2014 09:10:06', '03/26/2015 15:26:54', '07/17/2018 09:07:21']"
16,539f6ba0ec4f024411ec9f97,https://openei.org/apps/USURDB/rate/view/539f6ba0ec4f024411ec9f97,16088,Domestic TOU - Large Residence; CLOSED RATE,"City of Riverside,"" California (Utility Company)",Commercial,"Large Residence (201* 400 Amp)    *(This rate schedule was closed to new customers as of December 14,"" 2010 and closed to existing customers as of January 1,"" 2016)    Applicable to qualified individual accommodations devoted primarily to domestic  purposes where services includes lighting,"" cooling,"" heating,"" cooking and power  consuming appliances. Eligible customers must use 9,""000 kWh's per year  (average 750/month),"" sign an authorization/agreement form,"" and exhibit  exemplary utility payment history.",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,4,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,03/22/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/01/2014 08:25:33', '03/26/2015 15:26:47', '07/17/2018 08:47:15']"
17,539f70d4ec4f024411ecdead,https://openei.org/apps/USURDB/rate/view/539f70d4ec4f024411ecdead,16088,Wind Machines for Frost Protection,"City of Riverside,"" California (Utility Company)",Commercial,This schedule is applicable only for service to wind machines for frost protection.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,2,1000000000.0,15000.0,1e+99,0,1e+99,0,True,03/23/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/01/2014 09:47:49', '03/26/2015 15:26:57']"
18,539fb5d6ec4f024bc1dbf9c1,https://openei.org/apps/USURDB/rate/view/539fb5d6ec4f024bc1dbf9c1,16088,Traffic Control Service,"City of Riverside,"" California (Utility Company)",Commercial,For service to all traffic signals.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,03/23/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/01/2014 09:46:56', '03/26/2015 15:26:50']"
19,539fbdb4ec4f024c27d87e3d,https://openei.org/apps/USURDB/rate/view/539fbdb4ec4f024c27d87e3d,16088,General Service - Demand Basis,"City of Riverside,"" California (Utility Company)",Commercial,The monthly minimum charge shall be the monthly Demand and Reliability Charges.,No comments,No voltage category given,12,1000000000.0,20.0,1,0.0,0.0,2,1000000000.0,30000.0,1e+99,0,1e+99,0,True,03/26/2013,03/24/2013,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/01/2014 08:59:59', '03/26/2015 15:26:30', '07/17/2018 09:03:03']"
20,539fc38fec4f024c27d8bd53,https://openei.org/apps/USURDB/rate/view/539fc38fec4f024c27d8bd53,16088,General Service,"City of Riverside,"" California (Utility Company)",Commercial,No description,"There is a Reliability Charges: Tier 1 (0-500 kWh) $10.00 Tier 2 (501-1,""500 kWh) $30.00 Tier 3 (> 1,""500 kWh) $60.00",No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,2,1000000000.0,15000.0,1e+99,0,1e+99,0,True,03/26/2013,03/24/2013,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/01/2014 08:07:54', '03/26/2015 15:26:49', '07/17/2018 08:57:25']"
21,539fc795ec4f024d2f53dd74,https://openei.org/apps/USURDB/rate/view/539fc795ec4f024d2f53dd74,16088,Agricultural and Pumping,"City of Riverside,"" California (Utility Company)",Commercial,Applicable to power for water pumping service for water districts and for general agricultural water or sewerage facilities.  *Demand Charge: Service Charge per hp per year = $45.38 /  12 months = Monthly Demand HP Charge = $3.7816  *2 Horsepower Minimum Load,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,03/26/2013,03/24/2013,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['04/27/2012 13:47:34', '04/27/2012 13:48:39', '07/26/2012 12:12:54', '12/07/2012 20:29:05', '04/15/2014 13:33:31', '03/26/2015 15:26:23', '07/17/2018 08:52:56']"
22,539fbf7eec4f024c27d8922b,https://openei.org/apps/USURDB/rate/view/539fbf7eec4f024c27d8922b,9216,SCHEDULE ED ECONOMIC DEVELOPMENT,Imperial Irrigation District,Industrial,"APPLICABILITY This special rate schedule is applicable to new or expanding commercial or industrial customers with a new load of 500 kW or greater and with an annual load factor of 55% or higher. Service under this schedule is limited to 50 customers or a total aggregated load of 25 MW. This rate is not applicable for standby,"" supplemental,"" or resale services. New or expanding customers are defined as: * Businesses that are newly locating in IID's service area. Businesses that are relocating an existing load within IID's service area are NOT eligible. * Existing accounts that have been inactive (100 kWh usage or less per month) for 18 months or longer. * Existing accounts that are adding a load that is 500 kW or greater than the customer's historical bills from the past 12 months.",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,1000000000.0,1000000000.0,1e+99,0,1e+99,500,True,04/01/1999,No end date given,No supercedes item given,http://www.iid.com/index.aspx?page=309,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/07/2012 08:15:06', '06/07/2012 08:18:12', '06/07/2012 08:20:08', '12/07/2012 06:32:06', '04/01/2014 11:16:25', '03/26/2015 15:26:37']"
23,54bfef0a5357a3db776bdba2,https://openei.org/apps/USURDB/rate/view/54bfef0a5357a3db776bdba2,9216,SCHEDULE GS GENERAL SERVICE,Imperial Irrigation District,Commercial,"APPLICABILITY  Applicable to general service for which no other standard rate schedule is applicable. Not applicable for standby,"" supplemental or resale service.",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,3,1000000000.0,1000.0,1e+99,0,1e+99,0,True,12/31/2014,No end date given,No supercedes item given,http://www.iid.com/index.aspx?page=309,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/21/2015 04:25:14', '01/21/2015 04:49:33', '03/26/2015 15:26:26']"
